                 154                   0                  61                   2
                 155                   1                  58                   1
                 156                   0                  31                   1
                 157                   2                  52                   2
                 158                   2                  46                   2
                 159                   1                  25                   2
                 160                   4                  54                   1
                 161                   1                  33                   2
                 162                   1                  33                   1
                 163                   2                  61                   2
                 164                   4                  65                   2
                 165                   0                  53                   2
                 166                   8                  66                   2
                 167                   2                  41                   2
                 168                   2                  57                   2
                 169                   0                  50                   1
                 170                   4                  75                   1
                 171                   3                  22                   2
                 172                   0                  27                   1
                 173                   1                  20                   2
                 174                   0                  55                   1
                 175                   1                  49                   2
                 176                   1                  51                   2
                 177                   5                  56                   1
                 178                   1                  41                   2
                 179                   4                  67                   1
                 180                   4                  38                   2
                 181                   1                  76                   2
                 182                   1                  66                   1
                 183                   0                  84                   2
                 184                   0                  32                   1
                 185                   2                  46                   1
                 186                   0                  25                   1
                 187                   1                  67                   1
                 188                   2                  34                   1
                 189                   3                  29                   2
                 190                   7                  51                   2
                 191                   1                  39                   2
                 192                   2                  39                   2
                 193                   3                  51                   2
                 194                   3                  40                   2
                 195                   4                  32                   1
                 196                   1                  38                   1
                 197                   0                  79                   2
                 198                   0                  49                   1
                 199                   0                  22                   1
                 200                   0                  30                   1
                 201                   2                  47                   1
                 202                   1                  55                   1
                 203                   0                  30                   1
                 204                   0                  29                   1
                 205                   0                  37                   1
                 206                   0                  67                   2
                 207                   0                  38                   2
                 208                   0                  81                   2
                 209                   0                  35                   1
                 210                   1                  46                   1
                 211                   2                  37                   1
                 212                   0                  21                   1
                 213                   1                  43                   1
                 214                   2                  45                   2
                 215                   1                  76                   2
                 216                   8                  77                   1
                 217                   1                  61                   2
                 218                   2                  45                   2
                 219                   4                  47                   1
                 220                   1                  41                   1
                 221                   0                  19                   2
                 222                   3                  50                   1
                 223                   0                  25                   1
                 224                   2                  45                   1
                 225                   0                  21                   1
                 226                   1                  48                   2
                 227                   0                  25                   1
                 228                   0                  31                   1
                 229                   1                  33                   2
                 230                   3                  72                   1
                 231                   3                  70                   2
                 232                   2                  66                   2
                 233                   2                  57                   2
                 234                   2                  81                   1
                 235                   0                  23                   1
                 236                   2                  48                   2
                 237                   3                  62                   2
                 238                   3                  43                   1
                 239                   0                  34                   2
                 240                   2                  36                   1
                 241                   5                  37                   1
                 242                   0                  32                   1
                 243                   6                  53                   2
                 244                   1                  42                   1
                 245                   3                  51                   1
                 246                   0                  44                   2
                 247                   1                  36                   2
                 248                   0                  49                   1
                 249                   3                  49                   2
                 250                   2                  35                   2
                 251                   2                  47                   1
                 252                   0                  29                   1
                 253                   2                  36                   1
                 254                   0                  31                   1
                 255                   0                  19                   1
                 256                   0                  25                   1
                 257                   1                  30                   2
                 258                   2                  62                   1
                 259                   0                  35                   2
                 260                   4                  41                   1
                 261                   1                  62                   2
                 262                   0                  20                   1
                 263                   2                  42                   1
                 264                   1                  30                   2
                 265                   1                  26                   2
                 266                   2                  58                   2
                 267                   1                  47                   2
                 268                   2                  61                   2
                 269                   2                  44                   1
                 270                   0                  75                   2
                 271                   3                  44                   2
                 272                   0                  36                   2
                 273                   2                  62                   2
                 274                   2                  37                   1
                 275                   2                  69                   2
                 276                   2                  48                   1
                 277                   3                  44                   2
                 278                   0                  59                   1
                 279                   2                  61                   2
                 280                   2                  31                   1
                 281                   3                  54                   2
                 282                   2                  49                   2
                 283                   4                  47                   2
                 284                   1                  99                   2
                 285                   3                  83                   2
                 286                   3                  38                   1
                 287                   1                  47                   1
                 288                   0                  28                   1
                 289                   2                  73                   2
                 290                   0                  31                   2
                 291                   0                  55                   1
                 292                   0                  61                   1
                 293                   2                  50                   1
                 294                   2                  67                   2
                 295                   2                  41                   1
                 296                   0                  22                   2
                 297                   1                  60                   2
                 298                   2                  36                   2
                 299                   3                  39                   2
                 300                   0                  40                   1
                 301                   1                  23                   2
                 302                   4                  63                   2
                 303                   3                  60                   1
                 304                   1                  40                   1
                 305                   5                  40                   1
                 306                   0                  30                   2
                 307                   5                  43                   2
                 308                   4                  52                   2
                 309                   0                  99                   1
                 310                   2                  25                   2
                 311                   2                  99                   1
                 312                   3                  58                   1
                 313                   2                  60                   1
                 314                   3                  44                   1
                 315                   0                  69                   1
                 316                   4                  66                   1
                 317                   4                  43                   1
                 318                   2                  37                   1
                 319                   1                  28                   1
                 320                   2                  69                   2
                 321                   4                  27                   2
                 322                   0                  60                   2
                 323                   4                  62                   2
                 324                   8                  74                   1
                 325                   4                  32                   2
                 326                   4                  68                   2
                 327                   3                  39                   1
                 328                   0                  21                   2
                 329                   3                  52                   2
                 330                   2                  46                   1
                 331                   2                  56                   1
                 332                   2                  60                   1
                 333                   0                  22                   1
                 334                   4                  42                   1
                 335                   3                  35                   1
                 336                   3                  42                   2
                 337                   1                  58                   1
                 338                   1                  32                   2
                 339                   3                  59                   2
                 340                   0                  20                   1
                 341                   2                  44                   1
                 342                   2                  34                   2
                 343                   1                  62                   2
                 344                   0                  59                   1
                 345                   0                  51                   2
                 346                   0                  37                   1
                 347                   3                  50                   1
                 348                   2                  40                   2
                 349                   1                  53                   1
                 350                   2                  52                   1
                 351                   5                  52                   2
                 352                   1                  36                   2
                 353                   2                  46                   2
                 354                   4                  56                   1
                 355                   1                  64                   2
                 356                   3                  62                   2
                 357                   2                  35                   2
                 358                   0                  60                   1
                 359                   2                  36                   2
                 360                   2                  62                   2
                 361                   1                  30                   1
                 362                   1                  27                   1
                 363                   4                  79                   1
                 364                   3                  60                   2
                 365                   5                  51                   1
                 366                   1                  42                   2
                 367                   1                  59                   1
                 368                   0                  49                   1
                 369                   2                  53                   2
                 370                   2                  47                   1
                 371                   3                  41                   2
                 372                   1                  47                   2
                 373                   0                  64                   1
                 374                   2                  80                   2
                 375                   4                  61                   2
                 376                   0                  34                   2
                 377                   4                  31                   1
                 378                   0                  29                   2
                 379                   7                  99                   1
                 380                   3                  68                   2
                 381                   1                  89                   1
                 382                   3                  76                   2
                 383                   3                  64                   1
                 384                   2                  40                   2
                 385                   0                  27                   2
                 386                   1                  56                   2
                 387                   2                  71                   2
                 388                   0                  29                   2
                 389                   2                  74                   2
                 390                   0                  30                   2
                 391                   5                  65                   2
                 392                   3                  41                   2
                 393                   2                  38                   1
                 394                   0                  49                   1
                 395                   0                  25                   1
                 396                   0                  25                   2
                 397                   0                  26                   2
                 398                   2                  34                   2
                 399                   0                  34                   2
                 400                   0                  36                   1
                 401                   3                  59                   1
                 402                   2                  49                   2
                 403                   5                  45                   2
                 404                   1                  34                   1
                 405                   3                  44                   1
                 406                   1                  66                   2
                 407                   3                  53                   2
                 408                   0                  59                   2
                 409                   3                  43                   2
                 410                   0                  44                   1
                 411                   0                  68                   1
                 412                   2                  37                   1
                 413                   1                  37                   1
                 414                   5                  48                   1
                 415                   2                  34                   2
                 416                   2                  25                   1
                 417                   4                  44                   2
                 418                   3                  63                   2
                 419                   0                  26                   1
                 420                   3                  64                   2
                 421                   0                  21                   1
                 422                   2                  31                   2
                 423                   2                  27                   2
                 424                   2                  53                   2
                 425                   2                  70                   2
                 426                   1                  53                   2
                 427                   2                  59                   1
                 428                   2                  47                   1
                 429                   0                  27                   1
                 430                   2                  52                   1
                 431                   0                  26                   2
                 432                   1                  24                   2
                 433                   3                  25                   2
                 434                   1                  44                   1
                 435                   0                  29                   1
                 436                   0                  57                   2
                 437                   3                  61                   1
                 438                   3                  66                   1
                 439                   3                  48                   2
                 440                   0                  26                   1
                 441                   0                  29                   2
                 442                   0                  48                   1
                 443                   0                  30                   1
                 444                   2                  56                   1
                 445                   0                  28                   1
                 446                   0                  99                   2
                 447                   1                  65                   1
                 448                   3                  43                   1
                 449                   2                  49                   1
                 450                   0                  19                   2
                 451                   0                  30                   2
                 452                   3                  67                   1
                 453                   0                  37                   2
                 454                   0                  40                   1
                 455                   3                  65                   1
                 456                   0                  63                   2
                 457                   1                  34                   2
                 458                   2                  37                   2
                 459                   2                  48                   2
                 460                   5                  81                   1
                 461                   1                  58                   2
                 462                   1                  64                   2
                 463                   0                  37                   2
                 464                   1                  66                   1
                 465                   0                  31                   1
                 466                   2                  64                   1
                 467                   1                  57                   2
                 468                   2                  59                   2
                 469                   0                  29                   2
                 470                   2                  59                   1
                 471                   4                  59                   2
                 472                   2                  71                   1
                 473                   1                  36                   1
                 474                   0                  29                   1
                 475                   0                  28                   1
                 476                   4                  76                   2
                 477                   5                  71                   2
                 478                   0                  24                   1
                 479                   7                  61                   2
                 480                   0                  34                   2
                 481                   0                  48                   1
                 482                   0                  27                   1
                 483                   0                  26                   2
                 484                   0                  31                   2
                 485                   0                  61                   2
                 486                   3                  44                   2
                 487                   2                  84                   1
                 488                   0                  73                   1
                 489                   1                  37                   1
                 490                   2                  82                   2
                 491                   1                  29                   1
                 492                   2                  72                   2
                 493                   1                  37                   1
                 494                   0                  32                   1
                 495                   1                  23                   2
                 496                   3                  50                   1
                 497                   0                  34                   1
                 498                   3                  42                   2
                 499                   2                  58                   2
                 500                   3                  33                   2
                 501                   2                  58                   2
                 502                   0                  22                   1
                 503                   1                  24                   2
                 504                   0                  32                   2
                 505                   0                  20                   1
                 506                   0                  19                   1
                 507                   1                  54                   2
                 508                   0                  21                   2
                 509                   1                  55                   2
                 510                   2                  42                   2
                 511                   2                  65                   2
                 512                   2                  68                   2
                 513                   2                  59                   2
                 514                   0                  32                   1
                 515                   0                  51                   1
                 516                   2                  69                   1
                 517                   0                  34                   2
                 518                   0                  24                   1
                 519                   0                  45                   2
                 520                   3                  34                   2
                 521                   1                  58                   1
                 522                   3                  47                   2
                 523                   2                  50                   1
                 524                   2                  33                   2
                 525                   4                  85                   1
                 526                   1                  45                   2
                 527                   0                  23                   2
                 528                   0                  33                   1
                 529                   3                  51                   2
                 530                   2                  52                   2
                 531                   2                  78                   2
                 532                   0                  69                   1
                 533                   1                  62                   2
                 534                   0                  74                   2
                 535                   8                  76                   1
                 536                   0                  76                   2
                 537                   3                  47                   1
                 538                   5                  31                   2
                 539                   0                  87                   2
                 540                   0                  28                   1
                 541                   0                  47                   1
                 542                   2                  58                   2
                 543                   3                  32                   1
                 544                   1                  47                   2
                 545                   0                  27                   2
                 546                   2                  57                   2
                 547                   3                  32                   2
                 548                   0                  24                   1
                 549                   2                  81                   2
                 550                   0                  19                   2
                 551                   3                  44                   2
                 552                   2                  41                   1
                 553                   2                  67                   1
                 554                   0                  36                   1
                 555                   0                  33                   1
                 556                   1                  48                   1
